QQQ: Timestamp,QQQ: Open,QQQ: High,QQQ: Low,QQQ: Close,QQQ: Volume
05-09-2025 15:57:00,575.27,576.12,575.11,576.03,445.25K
05-09-2025 15:54:00,575.05,575.62,574.92,575.28,289.35K
05-09-2025 15:51:00,575.59,575.59,575.03,575.05,150.00K
05-09-2025 15:48:00,575.32,575.66,575.20,575.60,173.34K
05-09-2025 15:45:00,575.39,575.64,575.30,575.32,76.36K
05-09-2025 15:42:00,575.57,575.63,575.25,575.41,92.52K
05-09-2025 15:39:00,575.48,575.72,575.33,575.57,77.31K
05-09-2025 15:36:00,575.66,575.89,575.38,575.47,133.35K
05-09-2025 15:33:00,575.27,575.71,575.17,575.66,134.06K
05-09-2025 15:30:00,575.85,575.93,575.21,575.25,136.80K
05-09-2025 15:27:00,575.97,576.02,575.80,575.85,76.38K
05-09-2025 15:24:00,575.85,576.07,575.84,576.00,109.33K
05-09-2025 15:21:00,575.60,575.85,575.46,575.84,76.93K
05-09-2025 15:18:00,575.73,575.80,575.54,575.57,109.52K
05-09-2025 15:15:00,575.56,575.96,575.43,575.71,143.04K
05-09-2025 15:12:00,575.54,575.60,575.41,575.55,55.86K
05-09-2025 15:09:00,575.39,575.59,575.38,575.54,51.14K
05-09-2025 15:06:00,575.38,575.77,575.35,575.39,190.12K
05-09-2025 15:03:00,575.05,575.42,575.05,575.40,110.98K
05-09-2025 15:00:00,575.21,575.21,574.84,575.03,149.67K
05-09-2025 14:57:00,574.81,575.22,574.76,575.22,49.73K
05-09-2025 14:54:00,574.87,574.88,574.60,574.82,65.61K
05-09-2025 14:51:00,574.99,575.03,574.70,574.86,76.34K
05-09-2025 14:48:00,575.10,575.26,574.98,575.00,58.55K
05-09-2025 14:45:00,575.03,575.10,574.84,575.10,55.11K
05-09-2025 14:42:00,574.82,575.02,574.75,575.01,30.28K
05-09-2025 14:39:00,575.02,575.06,574.79,574.83,43.35K
05-09-2025 14:36:00,574.80,575.18,574.78,575.04,53.18K
05-09-2025 14:33:00,575.30,575.30,574.78,574.78,55.16K
05-09-2025 14:30:00,574.86,575.35,574.86,575.29,70.16K
05-09-2025 14:27:00,574.60,574.98,574.60,574.87,49.94K
05-09-2025 14:24:00,575.02,575.04,574.52,574.55,52.85K
05-09-2025 14:21:00,575.06,575.18,574.84,575.01,56.12K
05-09-2025 14:18:00,574.88,575.15,574.87,575.04,71.50K
05-09-2025 14:15:00,574.63,574.88,574.60,574.82,51.43K
05-09-2025 14:12:00,574.50,574.65,574.20,574.65,63.65K
05-09-2025 14:09:00,574.35,574.58,574.24,574.53,27.99K
05-09-2025 14:06:00,574.46,574.55,574.16,574.37,37.94K
05-09-2025 14:03:00,574.09,574.49,573.92,574.48,69.67K
05-09-2025 14:00:00,574.18,574.44,574.01,574.06,114.58K
05-09-2025 13:57:00,573.83,574.30,573.76,574.17,50.64K
05-09-2025 13:54:00,574.18,574.18,573.74,573.83,54.04K
05-09-2025 13:51:00,574.06,574.30,573.79,574.21,79.31K
05-09-2025 13:48:00,574.08,574.14,573.78,574.05,75.31K
05-09-2025 13:45:00,574.12,574.29,573.86,574.08,77.52K
05-09-2025 13:42:00,574.13,574.18,573.49,574.10,149.41K
05-09-2025 13:39:00,574.50,574.60,574.09,574.17,78.35K
05-09-2025 13:36:00,574.80,574.82,574.23,574.53,93.58K
05-09-2025 13:33:00,574.62,574.89,574.50,574.82,74.68K
05-09-2025 13:30:00,574.66,574.79,574.42,574.63,107.41K
05-09-2025 13:27:00,574.83,575.03,574.56,574.65,60.18K
05-09-2025 13:24:00,575.20,575.32,574.79,574.80,108.24K
05-09-2025 13:21:00,574.93,575.26,574.85,575.17,65.72K
05-09-2025 13:18:00,575.00,575.12,574.67,574.96,64.14K
05-09-2025 13:15:00,574.95,575.20,574.84,575.00,104.81K
05-09-2025 13:12:00,574.90,575.10,574.70,574.95,93.50K
05-09-2025 13:09:00,574.38,574.94,574.38,574.92,77.80K
05-09-2025 13:06:00,574.03,574.52,573.92,574.38,79.83K
05-09-2025 13:03:00,574.42,574.61,573.97,574.06,111.96K
05-09-2025 13:00:00,575.13,575.13,574.33,574.40,142.86K
05-09-2025 12:57:00,574.63,575.15,574.57,575.15,60.33K
05-09-2025 12:54:00,574.20,574.64,574.13,574.64,51.33K
05-09-2025 12:51:00,574.14,574.44,573.99,574.20,70.28K
05-09-2025 12:48:00,574.20,574.67,574.04,574.19,90.22K
05-09-2025 12:45:00,574.78,575.07,574.14,574.14,96.87K
05-09-2025 12:42:00,574.95,574.99,574.52,574.80,88.29K
05-09-2025 12:39:00,574.24,574.98,574.08,574.97,91.12K
05-09-2025 12:36:00,573.93,574.37,573.75,574.33,87.85K
05-09-2025 12:33:00,574.33,574.34,573.83,573.88,65.30K
05-09-2025 12:30:00,574.37,574.61,574.16,574.42,71.73K
05-09-2025 12:27:00,574.71,574.73,574.24,574.32,61.01K
05-09-2025 12:24:00,574.58,575.00,574.33,574.71,96.90K
05-09-2025 12:21:00,574.87,575.04,574.12,574.59,118.84K
05-09-2025 12:18:00,574.66,574.97,574.48,574.89,88.26K
05-09-2025 12:15:00,575.09,575.24,574.59,574.59,130.96K
05-09-2025 12:12:00,574.77,575.22,574.75,575.11,83.47K
05-09-2025 12:09:00,574.47,574.81,574.39,574.75,103.82K
05-09-2025 12:06:00,574.12,574.50,573.73,574.50,95.77K
05-09-2025 12:03:00,574.09,574.16,573.72,574.12,105.25K
05-09-2025 12:00:00,574.25,574.59,573.92,574.08,128.99K
05-09-2025 11:57:00,574.82,574.84,573.92,574.27,131.95K
05-09-2025 11:54:00,574.42,574.87,574.21,574.84,86.07K
05-09-2025 11:51:00,574.39,574.74,574.36,574.46,113.74K
05-09-2025 11:48:00,574.84,575.12,574.31,574.35,100.12K
05-09-2025 11:45:00,575.33,575.33,574.36,574.85,182.39K
05-09-2025 11:42:00,575.17,575.50,575.15,575.35,135.87K
05-09-2025 11:39:00,575.04,575.28,574.82,575.19,107.83K
05-09-2025 11:36:00,574.90,575.26,574.81,575.05,153.40K
05-09-2025 11:33:00,574.14,574.93,574.12,574.93,142.61K
05-09-2025 11:30:00,574.61,574.78,574.00,574.18,187.69K
05-09-2025 11:27:00,574.00,574.72,573.87,574.62,127.91K
05-09-2025 11:24:00,574.06,574.31,573.74,574.00,195.02K
05-09-2025 11:21:00,573.76,574.12,573.41,574.04,180.43K
05-09-2025 11:18:00,573.49,573.80,572.90,573.77,165.67K
05-09-2025 11:15:00,573.16,573.70,573.14,573.47,222.51K
05-09-2025 11:12:00,572.46,573.21,571.91,573.18,188.27K
05-09-2025 11:09:00,572.45,572.55,571.54,572.54,213.09K
05-09-2025 11:06:00,572.34,572.88,572.03,572.41,176.58K
05-09-2025 11:03:00,571.82,572.58,571.82,572.35,152.06K
05-09-2025 11:00:00,572.56,572.87,571.79,571.81,346.14K
05-09-2025 10:57:00,573.77,574.08,572.50,572.55,236.01K
05-09-2025 10:54:00,574.38,574.75,573.62,573.80,298.07K
05-09-2025 10:51:00,573.01,574.40,573.01,574.39,255.86K
05-09-2025 10:48:00,573.46,573.60,572.94,573.00,213.04K
05-09-2025 10:45:00,574.02,574.03,573.08,573.50,237.97K
05-09-2025 10:42:00,573.81,574.32,573.58,574.02,192.47K
05-09-2025 10:39:00,574.62,574.78,573.68,573.78,233.97K
05-09-2025 10:36:00,574.42,575.18,574.37,574.63,208.46K
05-09-2025 10:33:00,574.96,575.32,574.34,574.40,225.07K
05-09-2025 10:30:00,575.10,575.41,574.58,574.76,250.41K
05-09-2025 10:27:00,575.15,575.85,574.52,575.13,376.10K
05-09-2025 10:24:00,575.69,575.89,574.93,575.18,439.65K
05-09-2025 10:21:00,576.86,576.86,575.27,575.75,291.70K
05-09-2025 10:18:00,577.19,577.26,576.03,576.90,364.88K
05-09-2025 10:15:00,577.56,577.74,576.86,577.21,256.42K
05-09-2025 10:12:00,578.23,578.43,577.56,577.57,200.50K
05-09-2025 10:09:00,578.41,578.70,578.01,578.20,227.96K
05-09-2025 10:06:00,578.95,579.04,578.33,578.39,333.35K
05-09-2025 10:03:00,579.28,579.57,578.79,578.92,168.22K
05-09-2025 10:00:00,579.92,579.94,578.78,579.36,346.77K
05-09-2025 09:57:00,579.67,579.98,579.29,579.95,188.78K
05-09-2025 09:54:00,580.23,580.33,579.37,579.67,186.86K
05-09-2025 09:51:00,580.61,580.90,579.44,580.24,373.40K
05-09-2025 09:48:00,579.78,580.76,579.57,580.59,293.00K
05-09-2025 09:45:00,580.47,580.49,579.54,579.78,313.49K
05-09-2025 09:42:00,580.12,580.64,580.04,580.46,294.31K
05-09-2025 09:39:00,579.32,580.38,579.21,580.10,337.27K
05-09-2025 09:36:00,579.80,579.98,579.23,579.31,334.01K
05-09-2025 09:33:00,579.99,580.51,579.49,579.81,376.53K
05-09-2025 09:30:00,580.49,581.12,579.78,579.99,991.21K
04-09-2025 15:57:00,575.32,575.60,575.15,575.26,1.01M
04-09-2025 15:54:00,574.81,575.33,574.78,575.32,380.89K
04-09-2025 15:51:00,574.51,574.82,574.49,574.82,259.45K
04-09-2025 15:48:00,574.41,574.61,574.25,574.51,191.92K
04-09-2025 15:45:00,574.58,574.58,574.38,574.41,133.86K
04-09-2025 15:42:00,574.52,574.64,574.44,574.60,145.44K
04-09-2025 15:39:00,574.29,574.64,574.24,574.52,156.94K
04-09-2025 15:36:00,574.22,574.33,574.17,574.29,103.62K
04-09-2025 15:33:00,574.31,574.33,574.21,574.21,88.66K
04-09-2025 15:30:00,574.31,574.41,574.27,574.31,161.16K
04-09-2025 15:27:00,574.46,574.51,574.30,574.33,107.00K
04-09-2025 15:24:00,574.58,574.60,574.44,574.46,92.63K
04-09-2025 15:21:00,574.60,574.66,574.49,574.56,127.06K
04-09-2025 15:18:00,574.45,574.61,574.39,574.61,105.12K
04-09-2025 15:15:00,574.49,574.55,574.38,574.46,88.28K
04-09-2025 15:12:00,574.24,574.54,574.23,574.50,128.95K
04-09-2025 15:09:00,574.14,574.28,574.03,574.25,86.49K
04-09-2025 15:06:00,574.15,574.16,574.02,574.14,67.51K
04-09-2025 15:03:00,574.14,574.21,574.02,574.15,74.27K
04-09-2025 15:00:00,574.11,574.24,574.05,574.14,128.84K
04-09-2025 14:57:00,574.14,574.22,574.04,574.11,97.18K
04-09-2025 14:54:00,574.13,574.21,574.01,574.13,89.14K
04-09-2025 14:51:00,574.14,574.21,574.03,574.13,96.64K
04-09-2025 14:48:00,573.91,574.16,573.86,574.14,109.44K
04-09-2025 14:45:00,573.78,573.93,573.75,573.92,109.00K
04-09-2025 14:42:00,574.05,574.09,573.77,573.77,89.20K
04-09-2025 14:39:00,574.03,574.09,573.92,574.05,119.21K
04-09-2025 14:36:00,573.96,574.06,573.88,574.03,115.31K
04-09-2025 14:33:00,573.84,574.00,573.83,573.97,96.59K
04-09-2025 14:30:00,573.57,573.84,573.48,573.84,108.95K
04-09-2025 14:27:00,573.54,573.69,573.54,573.56,93.50K
04-09-2025 14:24:00,573.63,573.72,573.52,573.53,66.90K
04-09-2025 14:21:00,573.60,573.70,573.53,573.63,62.68K
04-09-2025 14:18:00,573.65,573.70,573.55,573.61,67.74K
04-09-2025 14:15:00,573.56,573.78,573.53,573.65,94.04K
04-09-2025 14:12:00,573.49,573.57,573.48,573.55,107.14K
04-09-2025 14:09:00,573.37,573.58,573.37,573.49,111.52K
04-09-2025 14:06:00,573.45,573.49,573.32,573.38,59.91K
04-09-2025 14:03:00,573.44,573.55,573.38,573.43,56.77K
04-09-2025 14:00:00,573.22,573.52,573.21,573.44,96.49K
04-09-2025 13:57:00,573.29,573.35,573.14,573.23,68.50K
04-09-2025 13:54:00,573.70,573.72,573.29,573.29,81.15K
04-09-2025 13:51:00,573.23,573.70,573.22,573.67,134.74K
04-09-2025 13:48:00,573.13,573.27,573.09,573.23,68.75K
04-09-2025 13:45:00,573.00,573.15,572.90,573.11,56.20K
04-09-2025 13:42:00,573.12,573.12,572.97,572.99,49.78K
04-09-2025 13:39:00,572.85,573.13,572.82,573.11,60.11K
04-09-2025 13:36:00,572.97,573.10,572.81,572.85,73.33K
04-09-2025 13:33:00,572.93,572.99,572.83,572.98,55.78K
04-09-2025 13:30:00,573.02,573.10,572.85,572.94,76.53K
04-09-2025 13:27:00,573.00,573.12,572.96,573.03,68.57K
04-09-2025 13:24:00,572.99,573.06,572.91,573.01,54.85K
04-09-2025 13:21:00,572.82,573.09,572.77,572.98,79.40K
04-09-2025 13:18:00,572.65,572.85,572.64,572.82,80.94K
04-09-2025 13:15:00,572.47,572.66,572.47,572.65,54.51K
04-09-2025 13:12:00,572.59,572.70,572.43,572.46,45.17K
04-09-2025 13:09:00,573.00,573.00,572.50,572.58,115.83K
04-09-2025 13:06:00,572.86,573.05,572.80,572.99,134.20K
04-09-2025 13:03:00,572.63,572.95,572.54,572.88,103.02K
04-09-2025 13:00:00,572.14,572.65,572.10,572.65,107.46K
04-09-2025 12:57:00,572.59,572.61,572.10,572.12,82.24K
04-09-2025 12:54:00,572.66,572.76,572.52,572.61,53.59K
04-09-2025 12:51:00,572.75,572.75,572.49,572.67,100.48K
04-09-2025 12:48:00,572.35,572.77,572.32,572.75,121.50K
04-09-2025 12:45:00,572.01,572.36,572.00,572.33,70.33K
04-09-2025 12:42:00,571.98,572.08,571.88,572.00,91.98K
04-09-2025 12:39:00,572.19,572.20,571.87,571.98,107.22K
04-09-2025 12:36:00,572.04,572.23,571.97,572.21,64.47K
04-09-2025 12:33:00,571.87,572.04,571.82,572.04,46.81K
04-09-2025 12:30:00,571.68,572.01,571.60,571.88,83.10K
04-09-2025 12:27:00,571.87,571.87,571.52,571.69,76.47K
04-09-2025 12:24:00,571.99,572.04,571.87,571.88,46.73K
04-09-2025 12:21:00,572.36,572.36,571.93,571.97,82.89K
04-09-2025 12:18:00,572.26,572.38,572.11,572.38,65.61K
04-09-2025 12:15:00,572.37,572.40,572.10,572.27,62.88K
04-09-2025 12:12:00,572.35,572.46,572.29,572.35,54.31K
04-09-2025 12:09:00,572.27,572.48,572.26,572.31,80.41K
04-09-2025 12:06:00,572.22,572.33,571.99,572.26,68.02K
04-09-2025 12:03:00,572.00,572.24,571.93,572.21,51.10K
04-09-2025 12:00:00,572.13,572.16,571.85,572.02,83.52K
04-09-2025 11:57:00,572.36,572.49,572.13,572.14,74.19K
04-09-2025 11:54:00,572.40,572.52,572.22,572.35,99.36K
04-09-2025 11:51:00,572.04,572.44,572.04,572.39,82.92K
04-09-2025 11:48:00,571.91,572.23,571.83,572.04,66.95K
04-09-2025 11:45:00,571.96,572.09,571.78,571.90,70.45K
04-09-2025 11:42:00,571.72,572.22,571.68,571.95,106.98K
04-09-2025 11:39:00,571.66,572.00,571.66,571.71,71.65K
04-09-2025 11:36:00,571.88,572.06,571.62,571.65,104.24K
04-09-2025 11:33:00,571.94,572.16,571.87,571.90,89.83K
04-09-2025 11:30:00,572.33,572.38,571.86,571.95,137.41K
04-09-2025 11:27:00,572.25,572.53,572.24,572.30,204.86K
04-09-2025 11:24:00,572.08,572.26,572.04,572.23,113.08K
04-09-2025 11:21:00,572.04,572.34,572.04,572.08,153.61K
04-09-2025 11:18:00,572.01,572.11,571.91,572.04,134.37K
04-09-2025 11:15:00,571.33,572.03,571.32,572.02,123.21K
04-09-2025 11:12:00,571.18,571.46,571.02,571.32,170.78K
04-09-2025 11:09:00,571.97,572.04,571.15,571.18,176.90K
04-09-2025 11:06:00,572.02,572.16,571.70,571.94,121.82K
04-09-2025 11:03:00,571.94,572.00,571.79,572.00,102.48K
04-09-2025 11:00:00,571.72,571.99,571.71,571.95,118.44K
04-09-2025 10:57:00,571.43,571.74,571.33,571.74,85.56K
04-09-2025 10:54:00,571.56,571.70,571.20,571.41,103.52K
04-09-2025 10:51:00,571.80,571.82,571.26,571.58,144.60K
04-09-2025 10:48:00,571.47,571.82,571.39,571.82,86.54K
04-09-2025 10:45:00,571.20,571.52,571.04,571.48,121.18K
04-09-2025 10:42:00,571.61,571.62,571.08,571.19,124.34K
04-09-2025 10:39:00,571.80,571.86,571.48,571.63,135.87K
04-09-2025 10:36:00,571.44,571.92,571.28,571.81,234.98K
04-09-2025 10:33:00,571.30,571.46,570.97,571.46,130.92K
04-09-2025 10:30:00,570.75,571.39,570.73,571.32,137.30K
04-09-2025 10:27:00,570.52,570.81,570.32,570.77,90.43K
04-09-2025 10:24:00,570.48,571.05,570.38,570.51,222.77K
04-09-2025 10:21:00,569.98,570.46,569.86,570.46,164.87K
04-09-2025 10:18:00,569.38,570.03,569.19,569.98,163.76K
04-09-2025 10:15:00,569.68,569.68,569.02,569.38,240.06K
04-09-2025 10:12:00,570.03,570.48,569.65,569.69,203.01K
04-09-2025 10:09:00,569.89,570.02,569.61,570.01,147.02K
04-09-2025 10:06:00,569.70,570.08,569.53,569.84,136.19K
04-09-2025 10:03:00,570.15,570.27,569.32,569.69,254.53K
04-09-2025 10:00:00,570.83,570.86,569.93,570.11,159.12K
04-09-2025 09:57:00,570.90,571.00,570.58,570.61,91.76K
04-09-2025 09:54:00,570.74,570.97,570.23,570.94,140.20K
04-09-2025 09:51:00,570.94,571.27,570.49,570.70,160.35K
04-09-2025 09:48:00,571.45,571.50,570.24,570.92,223.84K
04-09-2025 09:45:00,570.95,571.48,570.88,571.44,245.01K
04-09-2025 09:42:00,570.48,570.94,570.29,570.91,189.46K
04-09-2025 09:39:00,570.79,571.29,570.32,570.46,210.24K
04-09-2025 09:36:00,571.96,572.25,570.77,570.77,263.60K
04-09-2025 09:33:00,571.31,572.34,571.25,571.93,246.00K
04-09-2025 09:30:00,570.74,571.34,570.19,571.34,406.43K
03-09-2025 15:57:00,569.51,570.07,569.49,569.99,821.08K
03-09-2025 15:54:00,569.37,569.63,569.14,569.49,497.50K
03-09-2025 15:51:00,569.18,569.51,569.16,569.36,332.76K
03-09-2025 15:48:00,568.82,569.26,568.74,569.18,293.76K
03-09-2025 15:45:00,568.62,568.85,568.48,568.83,235.96K
03-09-2025 15:42:00,568.36,568.69,568.31,568.63,197.06K
03-09-2025 15:39:00,568.22,568.39,568.15,568.36,118.30K
03-09-2025 15:36:00,568.14,568.31,568.00,568.24,111.55K
03-09-2025 15:33:00,567.84,568.34,567.77,568.14,180.86K
03-09-2025 15:30:00,567.59,567.95,567.57,567.84,140.01K
03-09-2025 15:27:00,567.60,567.76,567.48,567.59,97.16K
03-09-2025 15:24:00,567.47,567.70,567.46,567.60,79.38K
03-09-2025 15:21:00,567.29,567.59,567.29,567.47,77.25K
03-09-2025 15:18:00,567.15,567.50,567.11,567.30,67.62K
03-09-2025 15:15:00,567.14,567.30,567.06,567.15,61.08K
03-09-2025 15:12:00,567.21,567.31,567.09,567.15,73.82K
03-09-2025 15:09:00,567.41,567.54,567.14,567.20,81.11K
03-09-2025 15:06:00,567.46,567.72,567.40,567.42,109.22K
03-09-2025 15:03:00,567.42,567.50,567.20,567.48,100.73K
03-09-2025 15:00:00,567.30,567.43,567.03,567.43,141.21K
03-09-2025 14:57:00,567.39,567.41,567.15,567.30,47.25K
03-09-2025 14:54:00,567.37,567.48,567.25,567.39,65.85K
03-09-2025 14:51:00,567.05,567.42,567.00,567.36,146.04K
03-09-2025 14:48:00,567.41,567.44,567.02,567.02,96.68K
03-09-2025 14:45:00,567.46,567.67,567.37,567.42,131.52K
03-09-2025 14:42:00,567.02,567.54,567.01,567.50,129.17K
03-09-2025 14:39:00,566.88,567.10,566.73,567.02,169.69K
03-09-2025 14:36:00,567.10,567.11,566.77,566.88,95.03K
03-09-2025 14:33:00,567.03,567.31,567.00,567.10,101.22K
03-09-2025 14:30:00,567.46,567.46,566.89,567.02,149.16K
03-09-2025 14:27:00,567.52,567.65,567.32,567.48,92.64K
03-09-2025 14:24:00,567.43,567.59,567.03,567.52,132.02K
03-09-2025 14:21:00,567.22,567.52,567.11,567.43,113.76K
03-09-2025 14:18:00,567.55,567.59,567.20,567.22,83.38K
03-09-2025 14:15:00,567.69,567.70,567.21,567.54,112.86K
03-09-2025 14:12:00,567.43,567.85,567.32,567.70,97.56K
03-09-2025 14:09:00,567.25,567.59,567.23,567.45,113.43K
03-09-2025 14:06:00,567.18,567.62,567.08,567.22,157.76K
03-09-2025 14:03:00,567.58,567.58,567.16,567.17,151.15K
03-09-2025 14:00:00,567.86,567.87,567.23,567.56,267.78K
03-09-2025 13:57:00,567.77,568.02,567.77,567.85,121.89K
03-09-2025 13:54:00,568.31,568.39,567.61,567.80,195.29K
03-09-2025 13:51:00,568.24,568.73,568.24,568.30,149.60K
03-09-2025 13:48:00,568.26,568.48,568.14,568.26,147.35K
03-09-2025 13:45:00,568.19,568.32,567.43,568.28,306.92K
03-09-2025 13:42:00,568.57,568.75,568.11,568.16,155.04K
03-09-2025 13:39:00,568.98,569.00,568.57,568.57,92.87K
03-09-2025 13:36:00,568.99,569.10,568.81,568.98,69.71K
03-09-2025 13:33:00,569.41,569.48,568.89,569.01,131.10K
03-09-2025 13:30:00,569.32,569.53,569.24,569.39,76.96K
03-09-2025 13:27:00,569.17,569.40,569.17,569.37,48.71K
03-09-2025 13:24:00,569.67,569.75,569.06,569.14,116.28K
03-09-2025 13:21:00,569.92,569.93,569.63,569.67,73.10K
03-09-2025 13:18:00,570.09,570.14,569.88,569.93,71.60K
03-09-2025 13:15:00,569.81,570.18,569.81,570.09,84.63K
03-09-2025 13:12:00,569.96,570.11,569.78,569.80,99.97K
03-09-2025 13:09:00,569.40,569.97,569.28,569.95,128.61K
03-09-2025 13:06:00,569.50,569.58,569.33,569.41,67.00K
03-09-2025 13:03:00,569.35,569.54,569.28,569.50,79.86K
03-09-2025 13:00:00,568.97,569.38,568.95,569.33,89.67K
03-09-2025 12:57:00,568.97,569.16,568.94,568.96,91.05K
03-09-2025 12:54:00,568.63,569.01,568.49,568.96,136.45K
03-09-2025 12:51:00,568.52,568.78,568.52,568.63,91.67K
03-09-2025 12:48:00,569.01,569.13,568.52,568.53,132.68K
03-09-2025 12:45:00,568.99,569.20,568.80,569.02,71.56K
03-09-2025 12:42:00,569.01,569.24,568.90,568.99,65.18K
03-09-2025 12:39:00,569.24,569.32,568.63,569.03,151.19K
03-09-2025 12:36:00,569.45,569.63,569.23,569.24,55.00K
03-09-2025 12:33:00,569.59,569.60,569.37,569.45,40.19K
03-09-2025 12:30:00,569.52,569.61,569.31,569.60,66.08K
03-09-2025 12:27:00,569.72,569.83,569.48,569.50,48.66K
03-09-2025 12:24:00,569.78,569.84,569.22,569.73,116.69K
